Team,player_name,Player Type,batting_t20_m,batting_t20_inn,batting_t20_runs,batting_t20_bf,batting_t20_hs,batting_t20_avg,batting_t20_sr,batting_t20_no,batting_t20_4s,batting_t20_6s,batting_t20_50,batting_t20_100,batting_t20_200,bowling_t20_m,bowling_t20_inn,bowling_t20_b,bowling_t20_runs,bowling_t20_wkts,bowling_t20_avg,bowling_t20_econ,bowling_t20_sr,bowling_t20_bbi,bowling_t20_bbm,bowling_t20_5w,bowling_t20_10w,batting_ipl_m,batting_ipl_inn,batting_ipl_runs,batting_ipl_bf,batting_ipl_hs,batting_ipl_avg,batting_ipl_sr,batting_ipl_no,batting_ipl_4s,batting_ipl_6s,batting_ipl_50,batting_ipl_100,batting_ipl_200,bowling_ipl_m,bowling_ipl_inn,bowling_ipl_b,bowling_ipl_runs,bowling_ipl_wkts,bowling_ipl_avg,bowling_ipl_econ,bowling_ipl_sr,bowling_ipl_bbi,bowling_ipl_bbm,bowling_ipl_5w,bowling_ipl_10w,boundary_ratio,batting_consistency,economy_impact,strike_power,is_allrounder
GT,Manav Suthar,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,26.0,0.0,0.0,13.0,0.0,0/26,0/26,0.0,0.0,0.0,0.02,0.0,0.0,0
GT,Sherfane Rutherford,BAT,28,23.0,428.0,299.0,68.0,25.18,143.15,6.0,26.0,29.0,2.0,0.0,0.0,28.0,3.0,42.0,72.0,1.0,72.0,10.29,42.0,1/21,1/21,0.0,0.0,15.0,14.0,242.0,180.0,46.0,24.2,134.45,4.0,14.0,18.0,0.0,0.0,0.0,15.0,6.0,41.0,59.0,1.0,59.0,8.63,41.0,1/6,1/6,0.0,0.0,0.17777777777777778,0.17999256229081445,0.11587485515643105,0.024390243902439025,0
GT,Gerald Coetzee,BOWL,10,9.0,81.0,60.0,23.0,11.57,135.0,2.0,4.0,6.0,0.0,0.0,0.0,10.0,10.0,206.0,363.0,12.0,30.25,10.57,17.17,3/32,3/32,0.0,0.0,10.0,5.0,14.0,22.0,8.0,3.5,63.64,1.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,201.0,341.0,13.0,26.23,10.18,15.46,4/34,4/34,0.0,0.0,0.045454545454545456,0.05499685732243872,1.2770137524557958,0.8408796895213454,0
GT,Anuj Rawat,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,24.0,21.0,318.0,267.0,66.0,19.88,119.11,5.0,26.0,14.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.149812734082397,0.16690454201998153,0.0,0.0,0
GT,Kulwant Khejroliya,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,139.0,246.0,6.0,41.0,10.62,23.17,2/33,2/33,0.0,0.0,0.0,0.0,0.5649717514124295,0.2589555459646094,0
GT,Shubman Gill,BAT,21,21.0,578.0,415.0,126.0,30.42,139.28,2.0,60.0,22.0,3.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,108.0,105.0,3364.0,2471.0,129.0,37.8,136.14,16.0,326.0,100.0,21.0,4.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.17239983812221774,0.2776553547818422,0.0,0.0,0
GT,Ravisrinivasan Sai Kishore,BOWL,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,72.0,63.0,4.0,15.75,5.25,18.0,3/12,3/12,0.0,0.0,15.0,3.0,14.0,7.0,13.0,7.0,200.0,1.0,0.0,2.0,0.0,0.0,0.0,15.0,15.0,296.0,391.0,23.0,17.0,7.93,12.87,4/33,4/33,0.0,0.0,0.2857142857142857,0.035,2.900378310214376,1.7871017871017871,0
GT,Mahipal Lomror,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,40.0,35.0,527.0,373.0,54.0,18.17,141.29,6.0,33.0,30.0,1.0,0.0,0.0,40.0,11.0,90.0,127.0,1.0,127.0,8.47,90.0,1/22,1/22,0.0,0.0,0.16890080428954424,0.12860075023002338,0.11806375442739078,0.011111111111111112,0
GT,Karim Janat,ALL,67,48.0,691.0,596.0,56.0,17.72,115.94,9.0,49.0,28.0,4.0,0.0,0.0,67.0,49.0,835.0,1140.0,42.0,27.14,8.19,19.88,5/11,5/11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
GT,Washington Sundar,ALL,54,22.0,193.0,159.0,50.0,13.79,121.39,8.0,16.0,9.0,1.0,0.0,0.0,54.0,52.0,975.0,1128.0,48.0,23.5,6.94,20.31,3/15,3/15,0.0,0.0,61.0,41.0,427.0,354.0,49.0,15.25,120.63,13.0,37.0,11.0,0.0,0.0,0.0,61.0,58.0,1054.0,1325.0,37.0,35.81,7.54,28.49,3/16,3/16,0.0,0.0,0.13559322033898305,0.12641963027439276,4.907161803713528,1.2987012987012987,1
GT,Shahrukh Khan,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,45.0,41.0,604.0,419.0,58.0,20.13,144.16,11.0,39.0,41.0,1.0,0.0,0.0,45.0,2.0,12.0,15.0,0.0,0.0,7.5,0.0,0/7,0/7,0.0,0.0,0.1909307875894988,0.13963651498335183,0.0,0.0,0
GT,Mohammed Siraj,BOWL,16,5.0,14.0,16.0,7.0,7.0,87.5,3.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,348.0,452.0,14.0,32.29,7.79,24.86,4/17,4/17,0.0,0.0,98.0,25.0,109.0,119.0,14.0,10.9,91.6,15.0,10.0,4.0,0.0,0.0,0.0,98.0,98.0,2078.0,2976.0,103.0,28.89,8.59,20.17,4/17,4/17,0.0,0.0,0.11764705882352941,0.11899563318777294,11.990686845168801,5.106593951412989,0
GT,Glenn Phillips,BAT,83,74.0,1928.0,1372.0,108.0,31.1,140.53,12.0,138.0,91.0,10.0,2.0,0.0,83.0,13.0,128.0,157.0,6.0,26.17,7.36,21.33,3/6,3/6,0.0,0.0,8.0,8.0,65.0,55.0,25.0,9.29,118.19,1.0,3.0,6.0,0.0,0.0,0.0,8.0,4.0,30.0,40.0,2.0,20.0,8.0,15.0,1/10,1/10,0.0,0.0,0.16363636363636364,0.07860225061341906,0.25,0.13333333333333333,0
GT,Rashid-Khan,BOWL,96,59.0,467.0,370.0,48.0,13.74,126.22,25.0,31.0,28.0,0.0,0.0,0.0,96.0,96.0,2192.0,2222.0,161.0,13.8,6.08,13.61,5/3,5/3,2.0,0.0,126.0,62.0,563.0,345.0,79.0,14.44,163.19,23.0,40.0,40.0,1.0,0.0,0.0,126.0,126.0,2967.0,3432.0,152.0,22.58,6.94,19.52,4/24,4/24,0.0,0.0,0.2318840579710145,0.0884858140817452,21.902017291066283,7.786885245901639,1
GT,Prasidh Krishna,BOWL,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,120.0,220.0,8.0,27.5,11.0,15.0,3/41,3/41,0.0,0.0,56.0,10.0,9.0,24.0,4.0,3.0,37.5,7.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,1259.0,1837.0,57.0,32.23,8.75,22.09,4/30,4/30,0.0,0.0,0.0,0.08,6.514285714285714,2.5803531009506564,0
GT,Jayant Yadav,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,20.0,5.0,40.0,36.0,23.0,10.0,111.12,1.0,2.0,1.0,0.0,0.0,0.0,20.0,20.0,390.0,445.0,8.0,55.63,6.85,48.75,1/8,1/8,0.0,0.0,0.08333333333333333,0.08999280057595392,1.1678832116788322,0.1641025641025641,0
GT,Rahul Tewatia,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,98.0,68.0,1043.0,766.0,53.0,24.83,136.17,26.0,86.0,50.0,1.0,0.0,0.0,98.0,52.0,843.0,1111.0,32.0,34.72,7.91,26.34,3/18,3/18,0.0,0.0,0.17754569190600522,0.18234559741499595,4.04551201011378,1.2148823082763858,1
GT,Kagiso Rabada,BOWL,65,24.0,156.0,141.0,22.0,17.33,110.64,15.0,14.0,5.0,0.0,0.0,0.0,65.0,65.0,1393.0,1928.0,71.0,27.15,8.3,19.62,3/18,3/18,0.0,0.0,82.0,32.0,213.0,198.0,44.0,12.53,107.58,15.0,16.0,9.0,0.0,0.0,0.0,82.0,82.0,1866.0,2653.0,119.0,22.29,8.53,15.68,4/21,4/21,0.0,0.0,0.12626262626262627,0.11647146309722996,13.950762016412662,7.589285714285714,1
GT,Jos Buttler,WK,134,123.0,3535.0,2411.0,101.0,35.35,146.62,23.0,322.0,152.0,26.0,1.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,112.0,111.0,3784.0,2552.0,124.0,38.61,148.28,13.0,374.0,170.0,21.0,7.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.21316614420062696,0.26038575667655783,0.0,0.0,0
GT,Ishant Sharma,BOWL,14,3.0,8.0,9.0,5.0,8.0,88.89,2.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,278.0,400.0,8.0,50.0,8.63,34.75,2/34,2/34,0.0,0.0,113.0,28.0,57.0,69.0,10.0,9.5,82.61,22.0,4.0,2.0,0.0,0.0,0.0,113.0,113.0,2357.0,3269.0,93.0,35.15,8.32,25.34,5/12,5/12,1.0,0.0,0.08695652173913043,0.11499818423919622,11.177884615384615,3.67008681925809,0
KKR,Harshit Rana,BOWL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,33.0,3.0,11.0,8.25,8.0,3/33,3/33,0.0,0.0,25.0,6.0,21.0,26.0,10.0,5.25,80.77,2.0,3.0,0.0,0.0,0.0,0.0,25.0,24.0,481.0,743.0,30.0,24.77,9.27,16.03,3/24,3/24,0.0,0.0,0.11538461538461539,0.06499938095827659,3.236245954692557,1.8714909544603866,0
KKR,Angkrish Raghuvanshi,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,15.0,12.0,296.0,196.0,54.0,26.91,151.03,1.0,29.0,12.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.20918367346938777,0.17817652122094949,0.0,0.0,0
KKR,Vaibhav Arora,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,24.0,8.0,9.0,16.0,2.0,4.5,56.25,6.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,473.0,725.0,25.0,29.0,9.2,18.92,3/27,3/27,0.0,0.0,0.0,0.08,2.717391304347826,1.321353065539112,0
KKR,Luvnith Sisodia,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
KKR,Mayank Markande,BOWL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,31.0,0.0,0.0,7.75,0.0,0/31,0/31,0.0,0.0,37.0,11.0,48.0,42.0,18.0,16.0,114.29,8.0,5.0,1.0,0.0,0.0,0.0,37.0,37.0,720.0,1069.0,37.0,28.89,8.91,19.46,4/15,4/15,0.0,0.0,0.14285714285714285,0.1399947501968676,4.1526374859708195,1.9013360739979444,0
KKR,Chetan Sakariya,BOWL,2,1.0,5.0,9.0,5.0,0.0,55.56,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.0,34.0,1.0,34.0,9.27,22.0,1/34,1/34,0.0,0.0,19.0,8.0,20.0,31.0,7.0,3.33,64.52,2.0,3.0,0.0,0.0,0.0,0.0,19.0,19.0,426.0,599.0,20.0,29.95,8.44,21.3,3/31,3/31,0.0,0.0,0.0967741935483871,0.051611903285802854,2.3696682464454977,0.9389671361502347,0
KKR,Rahmanullah Gurbaz,WK,66,66.0,1683.0,1252.0,100.0,25.5,134.43,0.0,128.0,95.0,10.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,13.0,13.0,289.0,216.0,81.0,22.23,133.8,0.0,24.0,19.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.19907407407407407,0.16614349775784754,0.0,0.0,0
KKR,Spencer Johnson,BOWL,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,160.0,239.0,14.0,17.07,8.96,11.43,5/26,5/26,1.0,0.0,9.0,5.0,8.0,11.0,5.0,0.0,72.73,5.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,164.0,284.0,5.0,56.8,10.39,32.8,2/25,2/25,0.0,0.0,0.09090909090909091,0.0,0.4812319538017324,0.15243902439024393,0
KKR,Varun Chakravarthy,BOWL,18,3.0,1.0,6.0,1.0,0.5,16.67,1.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,411.0,481.0,33.0,14.58,7.02,12.45,5/17,5/17,2.0,0.0,75.0,12.0,25.0,46.0,10.0,6.25,54.35,8.0,2.0,0.0,0.0,0.0,0.0,75.0,75.0,1702.0,2127.0,89.0,23.9,7.5,19.12,5/20,5/20,1.0,0.0,0.043478260869565216,0.11499540018399264,11.866666666666667,4.654811715481172,0
KKR,Anrich Nortje,BOWL,42,12.0,17.0,35.0,4.0,2.83,48.58,6.0,1.0,0.0,0.0,0.0,0.0,42.0,41.0,869.0,1016.0,53.0,19.17,7.01,16.4,4/7,4/7,0.0,0.0,46.0,15.0,49.0,49.0,23.0,8.17,100.0,9.0,6.0,0.0,0.0,0.0,0.0,46.0,46.0,1054.0,1574.0,60.0,26.23,8.96,17.57,3/33,3/33,0.0,0.0,0.12244897959183673,0.0817,6.696428571428571,3.414911781445646,0
KKR,Anukul Sudhakar Roy,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,10.0,6.0,26.0,24.0,13.0,8.67,108.34,3.0,3.0,0.0,0.0,0.0,0.0,10.0,9.0,136.0,191.0,5.0,38.2,8.43,27.2,2/19,2/19,0.0,0.0,0.125,0.08002584456341148,0.5931198102016608,0.18382352941176472,0
KKR,Ramandeep Singh,ALL,2,1.0,15.0,6.0,15.0,15.0,250.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,20.0,42.0,1.0,42.0,12.6,20.0,1/42,1/42,0.0,0.0,24.0,16.0,199.0,125.0,35.0,24.88,159.2,8.0,9.0,15.0,0.0,0.0,0.0,24.0,4.0,40.0,63.0,6.0,10.5,9.45,6.67,3/20,3/20,0.0,0.0,0.192,0.15628140703517587,0.634920634920635,0.8995502248875562,0
KKR,Rovman Powell,BAT,91,79.0,1747.0,1245.0,107.0,25.69,140.33,11.0,99.0,117.0,8.0,1.0,0.0,91.0,14.0,131.0,217.0,5.0,43.4,9.94,26.2,2/31,2/31,0.0,0.0,26.0,22.0,360.0,244.0,67.0,18.95,147.55,3.0,21.0,28.0,1.0,0.0,0.0,26.0,2.0,18.0,35.0,1.0,35.0,11.67,18.0,1/18,1/18,0.0,0.0,0.20081967213114754,0.12843104032531344,0.0856898029134533,0.05555555555555555,0
KKR,Rinku Singh,BAT,33,24.0,546.0,339.0,69.0,42.0,161.07,11.0,45.0,31.0,3.0,0.0,0.0,33.0,1.0,6.0,3.0,2.0,1.5,3.0,3.0,2/3,2/3,0.0,0.0,50.0,44.0,992.0,679.0,67.0,32.0,146.1,13.0,79.0,50.0,4.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.18998527245949925,0.21902806297056812,0.0,0.0,0
KKR,Venkatesh Iyer,BAT,9,7.0,133.0,82.0,35.0,33.25,162.2,3.0,15.0,5.0,0.0,0.0,0.0,9.0,4.0,55.0,75.0,5.0,15.0,8.18,11.0,2/23,2/23,0.0,0.0,55.0,53.0,1440.0,1041.0,104.0,31.3,138.33,7.0,135.0,65.0,12.0,1.0,0.0,55.0,9.0,81.0,143.0,3.0,47.67,10.59,27.0,2/29,2/29,0.0,0.0,0.19212295869356388,0.22627051254247088,0.28328611898017,0.1111111111111111,0
KKR,Moeen Ali,ALL,92,75.0,1229.0,863.0,72.0,21.19,142.42,17.0,88.0,68.0,7.0,0.0,0.0,92.0,71.0,999.0,1384.0,51.0,27.14,8.31,19.59,3/24,3/24,0.0,0.0,69.0,58.0,1167.0,833.0,93.0,22.44,140.1,6.0,95.0,67.0,6.0,0.0,0.0,69.0,53.0,782.0,916.0,37.0,24.76,7.03,21.14,4/26,4/26,0.0,0.0,0.19447779111644659,0.16017130620985012,5.263157894736842,1.750236518448439,1
KKR,Quinton de Kock,WK,92,91.0,2584.0,1868.0,100.0,31.51,138.33,9.0,264.0,103.0,16.0,1.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,112.0,112.0,3275.0,2436.0,140.0,31.19,134.45,7.0,325.0,131.0,24.0,2.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.18719211822660098,0.23198214949795465,0.0,0.0,0
KKR,Andre Russell,ALL,83,72.0,1063.0,648.0,71.0,22.15,164.05,24.0,63.0,89.0,3.0,0.0,0.0,83.0,72.0,1191.0,1841.0,60.0,30.68,9.27,19.85,3/19,3/19,0.0,0.0,131.0,109.0,2501.0,1440.0,88.0,28.1,173.69,20.0,172.0,210.0,11.0,0.0,0.0,131.0,115.0,1736.0,2734.0,120.0,22.78,9.45,14.47,5/15,5/15,1.0,0.0,0.2652777777777778,0.1617824860383442,12.6984126984127,8.2930200414651,1
KKR,Sunil Narine,ALL,51,23.0,155.0,138.0,30.0,10.33,112.32,8.0,13.0,5.0,0.0,0.0,0.0,51.0,49.0,1102.0,1105.0,52.0,21.25,6.02,21.19,4/12,4/12,0.0,0.0,180.0,114.0,1615.0,973.0,109.0,17.18,165.99,20.0,173.0,103.0,7.0,1.0,0.0,180.0,179.0,4159.0,4698.0,182.0,25.81,6.78,22.85,5/19,5/19,1.0,0.0,0.28365878725590954,0.10350021085607566,26.843657817109143,7.964989059080962,1
KKR,Manish Pandey,BAT,39,33.0,709.0,562.0,79.0,44.31,126.16,17.0,49.0,19.0,3.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,172.0,160.0,3869.0,3193.0,114.0,29.09,121.18,27.0,336.0,111.0,22.0,1.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.1399937362981522,0.24005611487044065,0.0,0.0,0
KKR,Ajinkya Rahane,BAT,20,20.0,375.0,331.0,61.0,20.83,113.3,2.0,32.0,6.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,190.0,176.0,4826.0,3876.0,105.0,30.35,124.51,17.0,495.0,115.0,32.0,2.0,0.0,190.0,1.0,6.0,5.0,1.0,5.0,5.0,6.0,1/5,1/5,0.0,0.0,0.15737874097007223,0.24375552164484782,0.2,0.16666666666666666,0
KKR,Umran Malik,BOWL,8,2.0,5.0,2.0,4.0,0.0,250.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,139.0,243.0,11.0,22.09,10.49,12.64,3/48,3/48,0.0,0.0,26.0,6.0,23.0,16.0,19.0,11.5,143.75,4.0,1.0,2.0,0.0,0.0,0.0,26.0,26.0,493.0,772.0,29.0,26.62,9.4,17.0,5/25,5/25,1.0,0.0,0.1875,0.08,3.0851063829787235,1.7058823529411764,0
LSG,Digvesh Singh,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,120.0,155.0,7.0,22.14,7.75,17.14,2/30,2/30,0.0,0.0,0.0,0.0,0.9032258064516129,0.40840140023337224,0
LSG,Prince Yadav,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,76.0,1.0,76.0,9.5,48.0,1/29,1/29,0.0,0.0,0.0,0.0,0.10526315789473684,0.020833333333333332,0
LSG,Shamar Joseph,BOWL,9,3.0,5.0,4.0,5.0,0.0,125.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,168.0,271.0,10.0,27.1,9.68,16.8,3/31,3/31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,47.0,0.0,0.0,11.75,0.0,0/47,0/47,0.0,0.0,0.0,0.0,0.0,0.0,0
LSG,Mayank Yadav,BOWL,3,1.0,1.0,1.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,72.0,83.0,4.0,20.75,6.92,18.0,2/32,2/32,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,73.0,85.0,7.0,12.14,6.99,10.43,3/14,3/14,0.0,0.0,0.0,0.0,1.0014306151645207,0.6711409395973155,0
LSG,Arshin Kulkarni,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,2.0,2.0,9.0,8.0,9.0,4.5,112.5,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.25,0.04,0.0,0.0,0
LSG,Akash Deep,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,10.0,4.0,19.0,13.0,17.0,6.33,146.16,1.0,2.0,1.0,0.0,0.0,0.0,10.0,10.0,212.0,420.0,10.0,42.0,11.89,21.2,3/45,3/45,0.0,0.0,0.23076923076923078,0.043308702791461415,0.8410428931875525,0.4716981132075472,0
LSG,Akash Singh,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,138.0,227.0,5.0,45.4,9.87,27.6,2/40,2/40,0.0,0.0,0.0,0.0,0.5065856129685917,0.18115942028985507,0
LSG,Yuvraj Chaudhary,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0
LSG,Ravi Bishnoi,BOWL,42,13.0,55.0,42.0,9.0,7.86,130.96,6.0,8.0,1.0,0.0,0.0,0.0,42.0,42.0,964.0,1182.0,61.0,19.38,7.36,15.8,4/13,4/13,0.0,0.0,71.0,16.0,32.0,52.0,6.0,3.56,61.54,7.0,2.0,0.0,0.0,0.0,0.0,71.0,70.0,1525.0,2061.0,67.0,30.76,8.11,22.76,3/24,3/24,0.0,0.0,0.038461538461538464,0.057848553786155346,8.261405672009865,2.9437609841827768,0
LSG,Abdul Samad,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,54.0,44.0,636.0,421.0,37.0,19.27,151.07,11.0,43.0,40.0,0.0,0.0,0.0,54.0,6.0,56.0,119.0,2.0,59.5,12.75,28.0,1/9,1/9,0.0,0.0,0.19714964370546317,0.1275567617660687,0.1568627450980392,0.07142857142857142,0
LSG,Shahbaz Ahmed,ALL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,32.0,41.0,2.0,20.5,7.69,16.0,1/13,1/13,0.0,0.0,56.0,38.0,545.0,448.0,59.0,18.79,121.66,9.0,29.0,25.0,1.0,0.0,0.0,56.0,43.0,546.0,859.0,21.0,40.9,9.44,26.0,3/7,3/7,0.0,0.0,0.12053571428571429,0.15444681900378102,2.2245762711864407,0.8076923076923077,1
LSG,Rajvardhan Hangargekar,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,36.0,60.0,3.0,20.0,10.0,12.0,3/36,3/36,0.0,0.0,0.0,0.0,0.30000000000000004,0.25,0
